"Class","V.GENE.heavy","J.GENE.heavy","D.GENE.heavy","VJ.GENE.heavy","VJ.length.heavy","V.length.heavy","CDR1.length.aa.heavy","CDR2.length.aa.heavy","CDR3.length.aa.heavy","N1.length.heavy","N2.length.heavy","P3V.length.heavy","P5D.length.heavy","P3D.length.heavy","P5J.length.heavy","VJ.identity.heavy","p.mutation.heavy","V.Nb.mutations.heavy","V.Nb.Silent.mut.heavy","V.Nb.NoSilent.mut.heavy","V.dN.dS.Ratio.heavy","cdr1.cad.I.heavy","cdr1.cad.II.heavy","cdr1.cad.III.heavy","cdr1.cad.IV.heavy","cdr1.cad.V.heavy","cdr1.mean.cad.I.heavy","cdr1.mean.cad.II.heavy","cdr1.mean.cad.III.heavy","cdr1.mean.cad.IV.heavy","cdr1.mean.cad.V.heavy","cdr1.sd.cad.I.heavy","cdr1.sd.cad.II.heavy","cdr1.sd.cad.III.heavy","cdr1.sd.cad.IV.heavy","cdr1.sd.cad.V.heavy","cdr2.cad.I.heavy","cdr2.cad.II.heavy","cdr2.cad.III.heavy","cdr2.cad.IV.heavy","cdr2.cad.V.heavy","cdr2.mean.cad.I.heavy","cdr2.mean.cad.II.heavy","cdr2.mean.cad.III.heavy","cdr2.mean.cad.IV.heavy","cdr2.mean.cad.V.heavy","cdr2.sd.cad.I.heavy","cdr2.sd.cad.II.heavy","cdr2.sd.cad.III.heavy","cdr2.sd.cad.IV.heavy","cdr2.sd.cad.V.heavy","cdr3.cad.I.heavy","cdr3.cad.II.heavy","cdr3.cad.III.heavy","cdr3.cad.IV.heavy","cdr3.cad.V.heavy","cdr3.mean.cad.I.heavy","cdr3.mean.cad.II.heavy","cdr3.mean.cad.III.heavy","cdr3.mean.cad.IV.heavy","cdr3.mean.cad.V.heavy","cdr3.sd.cad.I.heavy","cdr3.sd.cad.II.heavy","cdr3.sd.cad.III.heavy","cdr3.sd.cad.IV.heavy","cdr3.sd.cad.V.heavy"
"Healthy","IGHV3-11","IGHJ4","IGHD1-1","IGHV3-11.IGHJ4",335,288,8,8,12,2,2,0,0,0,0,91.94,8.06,21,7,14,2,"-0.384;-1.006;-0.228;-1.006;-0.228;-0.384;1.05;0.26","1.652;-0.59;1.399;-0.59;1.399;1.652;0.302;0.83","1.33;1.891;-4.76;1.891;-4.76;1.33;-3.656;3.097","1.045;-0.397;0.67;-0.397;0.67;1.045;-0.259;-0.838","2.064;0.412;-2.647;0.412;-2.647;2.064;-3.242;1.512",-0.24075,0.75675,-0.454625,0.192375,-0.259,0.668619847,0.94623687,3.323273685,0.743575136,2.240311139,"-1.239;-0.228;-0.228;-0.228;-0.384;-0.228;-0.032;-1.239","-0.547;1.399;1.399;1.399;1.652;1.399;0.326;-0.547","2.131;-4.76;-4.76;-4.76;1.33;-4.76;2.213;2.131","0.393;0.67;0.67;0.67;1.045;0.67;0.908;0.393","0.816;-2.647;-2.647;-2.647;2.064;-2.647;1.313;0.816",-0.47575,0.81,-1.404375,0.677375,-0.697375,0.480469042,0.926884336,3.597634895,0.223700014,2.119688585,"-1.343;-0.591;1.538;-0.384;0.26;-0.032;-0.595;-0.591;-1.006;1.05;0.336;-0.595","0.465;-1.302;-0.055;1.652;0.83;0.326;0.009;-1.302;-0.59;0.302;-0.417;0.009","-0.862;-0.733;1.502;1.33;3.097;2.213;0.672;-0.733;1.891;-3.656;-1.673;0.672","-1.02;1.57;0.44;1.045;-0.838;0.908;-2.128;1.57;-0.397;-0.259;-1.474;-2.128","-0.255;-0.146;2.897;2.064;1.512;1.313;-0.184;-0.146;0.412;-3.242;-0.078;-0.184",-0.16275,-0.006083333,0.31,-0.225916667,0.33025,0.83673425,0.839201402,1.902687525,1.33567167,1.543779254
"Healthy","IGHV3-23","IGHJ1","IGHD6-13","IGHV3-23.IGHJ1",330,282,8,6,14,14,0,0,0,0,0,87.88,12.12,30,7,23,3.285714286,"-0.384;-1.006;-0.663;-1.006;-0.228;0.931;0.26;1.05","1.652;-0.59;-1.524;-0.59;1.399;-0.179;0.83;0.302","1.33;1.891;2.219;1.891;-4.76;-3.005;3.097;-3.656","1.045;-0.397;-1.005;-0.397;0.67;-0.503;-0.838;-0.259","2.064;0.412;1.212;0.412;-2.647;-1.853;1.512;-3.242",-0.13075,0.1625,-0.124125,-0.2105,-0.26625,0.807392408,1.089297021,3.125168267,0.71053501,2.026197759,"-1.239;-0.228;-0.384;-0.384;-1.337;0.189","-0.547;1.399;1.652;1.652;-0.279;2.081","2.131;-4.76;1.33;1.33;-0.544;-1.628","0.393;0.67;1.045;1.045;1.242;0.421","0.816;-2.647;2.064;2.064;-1.262;-1.392",-0.563833333,0.993,-0.356833333,0.802666667,-0.0595,0.599643033,1.114156721,2.565887793,0.358207016,1.985030151,"-1.343;-1.337;1.831;1.831;-0.384;1.05;1.538;-0.228;1.538;-0.228;-0.228;-0.595;0.336;-0.595","0.465;-0.279;-0.561;-0.561;1.652;0.302;-0.055;1.399;-0.055;1.399;1.399;0.009;-0.417;0.009","-0.862;-0.544;0.533;0.533;1.33;-3.656;1.502;-4.76;1.502;-4.76;-4.76;0.672;-1.673;0.672","-1.02;1.242;-0.277;-0.277;1.045;-0.259;0.44;0.67;0.44;0.67;0.67;-2.128;-1.474;-2.128","-0.255;-1.262;1.648;1.648;2.064;-3.242;2.897;-2.647;2.897;-2.647;-2.647;-0.184;-0.078;-0.184",0.227571429,0.336142857,-1.019357143,-0.170428571,-0.142285714,1.127592378,0.79486969,2.45548136,1.124969382,2.138575098
"Healthy","IGHV3-9","IGHJ4","IGHD2-2","IGHV3-9.IGHJ4",335,288,8,8,21,15,4,0,0,0,0,92.84,7.16,20,4,16,4,"-0.384;-1.006;-0.032;-1.006;1.05;1.05;0.26;-0.591","1.652;-0.59;0.326;-0.59;0.302;0.302;0.83;-1.302","1.33;1.891;2.213;1.891;-3.656;-3.656;3.097;-0.733","1.045;-0.397;0.908;-0.397;-0.259;-0.259;-0.838;1.57","2.064;0.412;1.313;0.412;-3.242;-3.242;1.512;-0.146",-0.082375,0.11625,0.297125,0.171625,-0.114625,0.82289974,0.925046678,2.671894322,0.869923796,2.054508279,"-1.239;-0.228;-0.595;0.945;-0.384;-0.591;-0.032;-1.239","-0.547;1.399;0.009;0.828;1.652;-1.302;0.326;-0.547","2.131;-4.76;0.672;1.299;1.33;-0.733;2.213;2.131","0.393;0.67;-2.128;-0.169;1.045;1.57;0.908;0.393","0.816;-2.647;-0.184;0.933;2.064;-0.146;1.313;0.816",-0.420375,0.22725,0.535375,0.33525,0.370625,0.702375141,1.025303265,2.354007339,1.121032146,1.42172651,"-1.343;-0.591;1.831;-1.337;1.831;-1.337;-0.384;0.26;-1.343;-0.228;-0.032;-0.032;-0.591;-0.228;-1.343;-0.228;-1.239;-1.006;1.05;0.26;-0.595","0.465;-1.302;-0.561;-0.279;-0.561;-0.279;1.652;0.83;0.465;1.399;0.326;0.326;-1.302;1.399;0.465;1.399;-0.547;-0.59;0.302;0.83;0.009","-0.862;-0.733;0.533;-0.544;0.533;-0.544;1.33;3.097;-0.862;-4.76;2.213;2.213;-0.733;-4.76;-0.862;-4.76;2.131;1.891;-3.656;3.097;0.672","-1.02;1.57;-0.277;1.242;-0.277;1.242;1.045;-0.838;-1.02;0.67;0.908;0.908;1.57;0.67;-1.02;0.67;0.393;-0.397;-0.259;-0.838;-2.128","-0.255;-0.146;1.648;-1.262;1.648;-1.262;2.064;1.512;-0.255;-2.647;1.313;1.313;-0.146;-2.647;-0.255;-2.647;0.816;0.412;-3.242;1.512;-0.184",-0.31547619,0.211714286,-0.25552381,0.134,-0.129047619,0.968092899,0.860597998,2.487436806,1.032283246,1.630724577
"Healthy","IGHV3-7","IGHJ4","IGHD2-21","IGHV3-7.IGHJ4",335,288,8,8,17,15,6,0,0,0,0,92.84,7.16,18,2,16,8,"-0.384;-1.006;-1.239;-1.006;-0.228;1.05;0.26;-0.228","1.652;-0.59;-0.547;-0.59;1.399;0.302;0.83;1.399","1.33;1.891;2.131;1.891;-4.76;-3.656;3.097;-4.76","1.045;-0.397;0.393;-0.397;0.67;-0.259;-0.838;0.67","2.064;0.412;0.816;0.412;-2.647;-3.242;1.512;-2.647",-0.347625,0.481875,-0.3545,0.110875,-0.415,0.757248013,0.968164012,3.395993564,0.66873771,2.094126685,"-1.337;1.831;0.931;1.05;-0.591;0.945;1.357;1.831","-0.279;-0.561;-0.179;0.302;-1.302;0.828;-1.453;-0.561","-0.544;0.533;-3.005;-3.656;-0.733;1.299;1.477;0.533","1.242;-0.277;-0.503;-0.259;1.57;-0.169;0.113;-0.277","-1.262;1.648;-1.853;-3.242;-0.146;0.933;-0.837;1.648",0.752125,-0.400625,-0.512,0.18,-0.388875,1.135163354,0.759560199,1.911227803,0.780397518,1.746474362,"-1.343;-0.591;1.831;-1.239;1.538;-0.384;1.538;-0.384;-0.384;-0.384;1.05;-1.343;-1.019;-1.239;1.05;0.26;-0.595","0.465;-1.302;-0.561;-0.547;-0.055;1.652;-0.055;1.652;1.652;1.652;0.302;0.465;-0.987;-0.547;0.302;0.83;0.009","-0.862;-0.733;0.533;2.131;1.502;1.33;1.502;1.33;1.33;1.33;-3.656;-0.862;-1.505;2.131;-3.656;3.097;0.672","-1.02;1.57;-0.277;0.393;0.44;1.045;0.44;1.045;1.045;1.045;-0.259;-1.02;1.266;0.393;-0.259;-0.838;-2.128","-0.255;-0.146;1.648;0.816;2.897;2.064;2.897;2.064;2.064;2.064;-3.242;-0.255;-0.912;0.816;-3.242;1.512;-0.184",-0.096352941,0.289823529,0.330235294,0.169470588,0.623882353,1.095652029,0.948052493,1.939138743,1.005171883,1.863809267
"Healthy","IGHV3-33","IGHJ4","IGHD4-23","IGHV3-33.IGHJ4",335,288,8,8,16,7,11,0,0,0,0,85.97,14.03,33,9,24,2.666666667,"-0.384;-1.006;-0.228;-1.006;-0.384;-0.228;-1.006;-0.384","1.652;-0.59;1.399;-0.59;1.652;1.399;-0.59;1.652","1.33;1.891;-4.76;1.891;1.33;-4.76;1.891;1.33","1.045;-0.397;0.67;-0.397;1.045;0.67;-0.397;1.045","2.064;0.412;-2.647;0.412;2.064;-2.647;0.412;2.064",-0.57825,0.748,0.017875,0.4105,0.26675,0.360051484,1.112910085,2.960380933,0.686462984,1.954244227,"-1.239;-0.595;-1.006;1.05;-0.384;-0.228;1.357;1.831","-0.547;0.009;-0.59;0.302;1.652;1.399;-1.453;-0.561","2.131;0.672;1.891;-3.656;1.33;-4.76;1.477;0.533","0.393;-2.128;-0.397;-0.259;1.045;0.67;0.113;-0.277","0.816;-0.184;0.412;-3.242;2.064;-2.647;-0.837;1.648",0.09825,0.026375,-0.04775,-0.105,-0.24625,1.153869731,1.058655743,2.640585419,0.959891809,1.911547074,"-1.343;-0.591;-0.032;-0.591;1.538;-0.384;0.26;-0.384;-0.384;0.945;-0.228;0.189;0.189;-1.337;0.336;-0.595","0.465;-1.302;0.326;-1.302;-0.055;1.652;0.83;1.652;1.652;0.828;1.399;2.081;2.081;-0.279;-0.417;0.009","-0.862;-0.733;2.213;-0.733;1.502;1.33;3.097;1.33;1.33;1.299;-4.76;-1.628;-1.628;-0.544;-1.673;0.672","-1.02;1.57;0.908;1.57;0.44;1.045;-0.838;1.045;1.045;-0.169;0.67;0.421;0.421;1.242;-1.474;-2.128","-0.255;-0.146;1.313;-0.146;2.897;2.064;1.512;2.064;2.064;0.933;-2.647;-1.392;-1.392;-1.262;-0.078;-0.184",-0.15075,0.60125,0.01325,0.29675,0.3340625,0.743235225,1.106460995,1.950359164,1.114545677,1.568228575
"Healthy","IGHV3-21","IGHJ4","IGHD3-16","IGHV3-21.IGHJ4",329,282,8,6,18,3,13,0,0,0,0,92.4,7.6,21,6,15,2.5,"-0.384;-1.006;-0.228;-1.006;-0.228;-0.228;0.336;-1.337","1.652;-0.59;1.399;-0.59;1.399;1.399;-0.417;-0.279","1.33;1.891;-4.76;1.891;-4.76;-4.76;-1.673;-0.544","1.045;-0.397;0.67;-0.397;0.67;0.67;-1.474;1.242","2.064;0.412;-2.647;0.412;-2.647;-2.647;-0.078;-1.262",-0.510125,0.496625,-1.423125,0.253625,-0.799125,0.553705037,1.040298438,3.018657433,0.922309049,1.777210208,"-1.239;-0.228;1.05;-0.591;-0.591;-1.239","-0.547;1.399;0.302;-1.302;-1.302;-0.547","2.131;-4.76;-3.656;-0.733;-0.733;2.131","0.393;0.67;-0.259;1.57;1.57;0.393","0.816;-2.647;-3.242;-0.146;-0.146;0.816",-0.473,-0.332833333,-0.936666667,0.722833333,-0.758166667,0.846275842,1.03658698,2.860656195,0.723844021,1.757419519,"-1.343;-0.228;1.538;-0.384;-0.384;-0.384;-1.343;-1.006;-0.591;1.05;-0.228;-1.343;-0.595;0.26;-0.591;1.05;0.26;-0.595","0.465;1.399;-0.055;1.652;1.652;1.652;0.465;-0.59;-1.302;0.302;1.399;0.465;0.009;0.83;-1.302;0.302;0.83;0.009","-0.862;-4.76;1.502;1.33;1.33;1.33;-0.862;1.891;-0.733;-3.656;-4.76;-0.862;0.672;3.097;-0.733;-3.656;3.097;0.672","-1.02;0.67;0.44;1.045;1.045;1.045;-1.02;-0.397;1.57;-0.259;0.67;-1.02;-2.128;-0.838;1.57;-0.259;-0.838;-2.128","-0.255;-2.647;2.897;2.064;2.064;2.064;-0.255;0.412;-0.146;-3.242;-2.647;-0.255;-0.184;1.512;-0.146;-3.242;1.512;-0.184",-0.269833333,0.454555556,-0.331277778,-0.102888889,-0.037666667,0.832112637,0.918218174,2.480521098,1.162678241,1.8978185
"Healthy","IGHV3-53","IGHJ4","IGHD6-19","IGHV3-53.IGHJ4",332,285,8,7,17,8,7,1,0,0,0,90.66,9.34,26,10,16,1.6,"-0.384;-1.006;-0.032;-1.006;0.945;-0.228;-1.006;-1.006","1.652;-0.59;0.326;-0.59;0.828;1.399;-0.59;-0.59","1.33;1.891;2.213;1.891;1.299;-4.76;1.891;1.891","1.045;-0.397;0.908;-0.397;-0.169;0.67;-0.397;-0.397","2.064;0.412;1.313;0.412;0.933;-2.647;0.412;0.412",-0.465375,0.230625,0.95575,0.10825,0.413875,0.697858139,0.959543186,2.330148049,0.647041785,1.371641294,"-1.239;0.945;0.189;-0.384;-0.384;-0.384;-0.032","-0.547;0.828;2.081;1.652;1.652;1.652;0.326","2.131;1.299;-1.628;1.33;1.33;1.33;2.213","0.393;-0.169;0.421;1.045;1.045;1.045;0.908","0.816;0.933;-1.392;2.064;2.064;2.064;1.313",-0.184142857,1.092,1.143571429,0.669714286,1.123142857,0.667070568,0.936455552,1.286385486,0.469249299,1.23478182,"-1.343;-0.591;1.538;1.05;-1.006;1.538;-0.384;-0.591;-1.337;-0.591;-0.384;-1.019;-0.228;-1.006;1.05;0.26;-0.595","0.465;-1.302;-0.055;0.302;-0.59;-0.055;1.652;-1.302;-0.279;-1.302;1.652;-0.987;1.399;-0.59;0.302;0.83;0.009","-0.862;-0.733;1.502;-3.656;1.891;1.502;1.33;-0.733;-0.544;-0.733;1.33;-1.505;-4.76;1.891;-3.656;3.097;0.672","-1.02;1.57;0.44;-0.259;-0.397;0.44;1.045;1.57;1.242;1.57;1.045;1.266;0.67;-0.397;-0.259;-0.838;-2.128","-0.255;-0.146;2.897;-3.242;0.412;2.897;2.064;-0.146;-1.262;-0.146;2.064;-0.912;-2.647;0.412;-3.242;1.512;-0.184",-0.214058824,0.008764706,-0.233352941,0.327058824,0.004470588,0.956129664,0.979208515,2.216768423,1.074189547,1.912878332
"Healthy","IGHV1-18","IGHJ4","IGHD3-22","IGHV1-18.IGHJ4",335,288,8,8,20,5,11,0,0,0,0,93.13,6.87,18,5,13,2.6,"-0.384;0.26;-0.032;-1.006;1.538;-0.228;0.26;-0.384","1.652;0.83;0.326;-0.59;-0.055;1.399;0.83;1.652","1.33;3.097;2.213;1.891;1.502;-4.76;3.097;1.33","1.045;-0.838;0.908;-0.397;0.44;0.67;-0.838;1.045","2.064;1.512;1.313;0.412;2.897;-2.647;1.512;2.064",0.003,0.7555,1.2125,0.254375,1.140875,0.742633153,0.818043659,2.516977269,0.819011414,1.689152149,"-1.239;-0.228;-0.228;0.26;0.945;-0.384;0.945;1.538","-0.547;1.399;1.399;0.83;0.828;1.652;0.828;-0.055","2.131;-4.76;-4.76;3.097;1.299;1.33;1.299;1.502","0.393;0.67;0.67;-0.838;-0.169;1.045;-0.169;0.44","0.816;-2.647;-2.647;1.512;0.933;2.064;0.933;2.897",0.201125,0.79175,0.14225,0.25525,0.482625,0.900954167,0.755065134,3.086505086,0.606632332,2.052715479,"-1.343;-0.591;1.538;-1.337;0.189;0.26;0.26;1.357;-0.228;-0.228;-0.591;0.26;0.26;1.538;-0.384;-0.663;-0.228;1.05;0.26;-0.595","0.465;-1.302;-0.055;-0.279;2.081;0.83;0.83;-1.453;1.399;1.399;-1.302;0.83;0.83;-0.055;1.652;-1.524;1.399;0.302;0.83;0.009","-0.862;-0.733;1.502;-0.544;-1.628;3.097;3.097;1.477;-4.76;-4.76;-0.733;3.097;3.097;1.502;1.33;2.219;-4.76;-3.656;3.097;0.672","-1.02;1.57;0.44;1.242;0.421;-0.838;-0.838;0.113;0.67;0.67;1.57;-0.838;-0.838;0.44;1.045;-1.005;0.67;-0.259;-0.838;-2.128","-0.255;-0.146;2.897;-1.262;-1.392;1.512;1.512;-0.837;-2.647;-2.647;-0.146;1.512;1.512;2.897;2.064;1.212;-2.647;-3.242;1.512;-0.184",0.0392,0.3443,0.08755,0.01245,0.06125,0.839943833,1.08143453,2.788555606,1.016762378,1.916311256
"Healthy","IGHV3-30","IGHJ4","IGHD2-21","IGHV3-30.IGHJ4",335,288,8,8,13,4,4,1,0,0,0,94.33,5.67,16,4,12,3,"-0.384;-1.006;-0.032;-1.006;-0.228;-0.228;0.26;-0.384","1.652;-0.59;0.326;-0.59;1.399;1.399;0.83;1.652","1.33;1.891;2.213;1.891;-4.76;-4.76;3.097;1.33","1.045;-0.397;0.908;-0.397;0.67;0.67;-0.838;1.045","2.064;0.412;1.313;0.412;-2.647;-2.647;1.512;2.064",-0.376,0.75975,0.279,0.33825,0.310375,0.440870567,0.944625814,3.159358253,0.756729004,1.931407698,"-0.032;-0.228;-0.228;1.05;-0.384;-0.228;1.05;1.831","0.326;1.399;1.399;0.302;1.652;1.399;0.302;-0.561","2.213;-4.76;-4.76;-3.656;1.33;-4.76;-3.656;0.533","0.908;0.67;0.67;-0.259;1.045;0.67;-0.259;-0.277","1.313;-2.647;-2.647;-3.242;2.064;-2.647;-3.242;1.648",0.353875,0.77725,-2.1895,0.396,-1.175,0.833252909,0.790223431,3.007242401,0.563097556,2.381353877,"-1.343;-0.591;0.931;1.05;-0.228;0.189;-0.591;-1.239;-0.384;-1.019;1.05;0.26;-0.595","0.465;-1.302;-0.179;0.302;1.399;2.081;-1.302;-0.547;1.652;-0.987;0.302;0.83;0.009","-0.862;-0.733;-3.005;-3.656;-4.76;-1.628;-0.733;2.131;1.33;-1.505;-3.656;3.097;0.672","-1.02;1.57;-0.503;-0.259;0.67;0.421;1.57;0.393;1.045;1.266;-0.259;-0.838;-2.128","-0.255;-0.146;-1.853;-3.242;-2.647;-1.392;-0.146;0.816;2.064;-0.912;-3.242;1.512;-0.184",-0.193076923,0.209461538,-1.023692308,0.148307692,-0.740538462,0.83264723,1.088957576,2.378428837,1.109708399,1.694481219
"Healthy","IGHV3-9","IGHJ5","IGHD3-10","IGHV3-9.IGHJ5",338,288,8,8,21,5,14,1,0,0,0,93.79,6.21,13,4,9,2.25,"-0.384;-1.006;-1.239;-1.006;1.05;1.05;0.26;-0.591","1.652;-0.59;-0.547;-0.59;0.302;0.302;0.83;-1.302","1.33;1.891;2.131;1.891;-3.656;-3.656;3.097;-0.733","1.045;-0.397;0.393;-0.397;-0.259;-0.259;-0.838;1.57","2.064;0.412;0.816;0.412;-3.242;-3.242;1.512;-0.146",-0.23325,0.007125,0.286875,0.10725,-0.17675,0.91754996,0.947976708,2.663639156,0.825571447,2.012251884,"-1.239;-0.228;-0.595;0.945;-0.228;1.05;-0.228;-1.239","-0.547;1.399;0.009;0.828;1.399;0.302;1.399;-0.547","2.131;-4.76;0.672;1.299;-4.76;-3.656;-4.76;2.131","0.393;0.67;-2.128;-0.169;0.67;-0.259;0.67;0.393","0.816;-2.647;-0.184;0.933;-2.647;-3.242;-2.647;0.816",-0.22025,0.53025,-1.462875,0.03,-1.10025,0.860868623,0.844948815,3.28286497,0.94660476,1.85480255,"-1.343;-0.228;1.831;1.05;-0.663;-0.384;1.05;0.26;-0.228;-0.384;-0.228;-0.384;-0.032;0.26;0.26;-0.228;-0.228;-1.006;0.336;-1.239;-0.595","0.465;1.399;-0.561;0.302;-1.524;1.652;0.302;0.83;1.399;1.652;1.399;1.652;0.326;0.83;0.83;1.399;1.399;-0.59;-0.417;-0.547;0.009","-0.862;-4.76;0.533;-3.656;2.219;1.33;-3.656;3.097;-4.76;1.33;-4.76;1.33;2.213;3.097;3.097;-4.76;-4.76;1.891;-1.673;2.131;0.672","-1.02;0.67;-0.277;-0.259;-1.005;1.045;-0.259;-0.838;0.67;1.045;0.67;1.045;0.908;-0.838;-0.838;0.67;0.67;-0.397;-1.474;0.393;-2.128","-0.255;-2.647;1.648;-3.242;1.212;2.064;-3.242;1.512;-2.647;2.064;-2.647;2.064;1.313;1.512;1.512;-2.647;-2.647;0.412;-0.078;0.816;-0.184",-0.101095238,0.581238095,-0.509857143,-0.073666667,-0.195571429,0.758496665,0.919481098,3.089163128,0.938409363,2.021621418
"Healthy","IGHV3-30-3","IGHJ4","IGHD5-12","IGHV3-30-3.IGHJ4",335,288,8,8,15,4,7,0,0,0,0,84.48,15.52,41,9,32,3.555555556,"-0.384;-1.006;0.945;-1.006;1.538;-0.032;-1.006;-0.591","1.652;-0.59;0.828;-0.59;-0.055;0.326;-0.59;-1.302","1.33;1.891;1.299;1.891;1.502;2.213;1.891;-0.733","1.045;-0.397;-0.169;-0.397;0.44;0.908;-0.397;1.57","2.064;0.412;0.933;0.412;2.897;1.313;0.412;-0.146",-0.19275,-0.040125,1.4105,0.325375,1.037125,0.963262129,0.94495751,0.922614608,0.777305407,1.012259486,"-1.239;-0.228;-0.228;1.05;-0.384;1.05;1.831;-0.032","-0.547;1.399;1.399;0.302;1.652;0.302;-0.561;0.326","2.131;-4.76;-4.76;-3.656;1.33;-3.656;0.533;2.213","0.393;0.67;0.67;-0.259;1.045;-0.259;-0.277;0.908","0.816;-2.647;-2.647;-3.242;2.064;-3.242;1.648;1.313",0.2275,0.534,-1.328125,0.361375,-0.742125,0.995064966,0.867251158,3.149332421,0.552254325,2.390283153,"-1.343;-0.591;1.538;-0.591;-0.384;-0.591;-1.337;-1.337;-0.591;-0.032;0.189;0.931;0.26;-1.006;-0.595","0.465;-1.302;-0.055;-1.302;1.652;-1.302;-0.279;-0.279;-1.302;0.326;2.081;-0.179;0.83;-0.59;0.009","-0.862;-0.733;1.502;-0.733;1.33;-0.733;-0.544;-0.544;-0.733;2.213;-1.628;-3.005;3.097;1.891;0.672","-1.02;1.57;0.44;1.57;1.045;1.57;1.242;1.242;1.57;0.908;0.421;-0.503;-0.838;-0.397;-2.128","-0.255;-0.146;2.897;-0.146;2.064;-0.146;-1.262;-1.262;-0.146;1.313;-1.392;-1.853;1.512;0.412;-0.184",-0.365333333,-0.0818,0.079333333,0.446133333,0.093733333,0.829111027,1.045071508,1.639059428,1.162760869,1.348053595
"Healthy","IGHV4-59","IGHJ5","IGHD2-15","IGHV4-59.IGHJ5",335,285,8,7,27,4,13,0,2,4,0,94.93,5.07,15,4,11,2.75,"-0.384;-0.384;-0.228;-1.239;-0.228;-0.032;0.26;0.26","1.652;1.652;1.399;-0.547;1.399;0.326;0.83;0.83","1.33;1.33;-4.76;2.131;-4.76;2.213;3.097;3.097","1.045;1.045;0.67;0.393;0.67;0.908;-0.838;-0.838","2.064;2.064;-2.647;0.816;-2.647;1.313;1.512;1.512",-0.246875,0.942625,0.45975,0.381875,0.498375,0.475491757,0.760409652,3.290318862,0.783638298,1.982368781,"-1.239;0.26;-1.006;0.945;-0.384;0.945;-0.032","-0.547;0.83;-0.59;0.828;1.652;0.828;0.326","2.131;3.097;1.891;1.299;1.33;1.299;2.213","0.393;-0.838;-0.397;-0.169;1.045;-0.169;0.908","0.816;1.512;0.412;0.933;2.064;0.933;1.313",-0.073,0.475285714,1.894285714,0.110428571,1.140428571,0.867177798,0.812555786,0.662230251,0.695527583,0.538941202,"-1.343;-0.591;1.538;-1.337;-1.019;-0.384;0.26;-1.343;-0.228;-0.384;-0.384;-0.228;-1.343;0.26;-0.228;-0.384;1.357;0.189;-0.595;-0.384;-0.384;0.945;-0.595;-1.006;1.05;0.189;-0.595","0.465;-1.302;-0.055;-0.279;-0.987;1.652;0.83;0.465;1.399;1.652;1.652;1.399;0.465;0.83;1.399;1.652;-1.453;2.081;0.009;1.652;1.652;0.828;0.009;-0.59;0.302;2.081;0.009","-0.862;-0.733;1.502;-0.544;-1.505;1.33;3.097;-0.862;-4.76;1.33;1.33;-4.76;-0.862;3.097;-4.76;1.33;1.477;-1.628;0.672;1.33;1.33;1.299;0.672;1.891;-3.656;-1.628;0.672","-1.02;1.57;0.44;1.242;1.266;1.045;-0.838;-1.02;0.67;1.045;1.045;0.67;-1.02;-0.838;0.67;1.045;0.113;0.421;-2.128;1.045;1.045;-0.169;-2.128;-0.397;-0.259;0.421;-2.128","-0.255;-0.146;2.897;-1.262;-0.912;2.064;1.512;-0.255;-2.647;2.064;2.064;-2.647;-0.255;1.512;-2.647;2.064;-0.837;-1.392;-0.184;2.064;2.064;0.933;-0.184;0.412;-3.242;-1.392;-0.184",-0.258037037,0.659888889,-0.155592593,0.066962963,0.044777778,0.79208277,1.022123782,2.254614299,1.114811867,1.736045514
